timestamp,ax,ay,az
10.235,0.815,0.383,0.069
10.24,0.684,0.277,0.01
10.245,0.682,0.246,-0.037
10.25,0.699,0.276,0.008
10.255,0.653,0.267,-0.122
10.26,0.638,0.259,-0.188
10.265,0.579,0.135,-0.157
10.27,0.499,0.173,-0.183
10.275,0.475,-0.023,-0.16
10.28,0.473,0.013,-0.138
10.285,0.486,-0.075,-0.187
10.29,0.372,-0.063,-0.171
10.295,0.26,-0.078,-0.234
10.3,0.266,-0.116,-0.292
10.305,0.137,-0.154,-0.208
10.31,0.128,-0.201,-0.422
10.315,0.102,-0.275,-0.382
10.32,-0.021,-0.358,-0.395
10.325,-0.023,-0.298,-0.433
10.33,-0.123,-0.305,-0.442
10.335,-0.107,-0.343,-0.411
10.34,-0.144,-0.481,-0.437
10.345,-0.262,-0.432,-0.323
10.35,-0.297,-0.468,-0.491
10.355,-0.349,-0.444,-0.416
10.36,-0.347,-0.45,-0.434
10.365,-0.473,-0.621,-0.461
10.37,-0.521,-0.486,-0.331
10.375,-0.554,-0.561,-0.305
10.38,-0.585,-0.553,-0.393
10.385,-0.611,-0.567,-0.411
10.39,-0.651,-0.633,-0.382
10.395,-0.726,-0.596,-0.404
10.4,-0.702,-0.596,-0.275
10.405,-0.742,-0.595,-0.374
10.41,-0.778,-0.554,-0.306
10.415,-0.798,-0.592,-0.247
10.42,-0.801,-0.49,-0.206
10.425,-0.785,-0.597,-0.133
10.43,-0.774,-0.603,-0.175
10.435,-0.804,-0.59,-0.082
10.44,-0.744,-0.51,-0.191
10.445,-0.696,-0.35,-0.215
10.45,-0.781,-0.441,-0.224
10.455,-0.822,-0.392,-0.142
10.46,-0.853,-0.361,-0.049
10.465,-0.729,-0.458,-0.04
10.47,-0.698,-0.277,-0.011
10.475,-0.767,-0.311,0.016
10.48,-0.625,-0.222,0.074
10.485,-0.634,-0.24,0.142
10.49,-0.517,-0.195,0.093
10.495,-0.613,-0.21,0.091
10.5,-0.478,-0.036,0.149
10.505,-0.464,-0.052,0.215
10.51,-0.456,0.06,0.191
10.515,-0.394,0.011,0.157
10.52,-0.281,0.064,0.202
10.525,-0.273,0.051,0.227
10.53,-0.216,0.102,0.302
10.535,-0.147,0.202,0.299
10.54,-0.194,0.225,0.284
10.545,-0.116,0.302,0.443
10.55,-0.009,0.259,0.333
10.555,0.058,0.397,0.237
10.56,0.12,0.397,0.303
10.565,0.24,0.427,0.35
10.57,0.216,0.45,0.384
10.575,0.198,0.534,0.38
10.58,0.331,0.401,0.469
10.585,0.396,0.548,0.393
10.59,0.469,0.465,0.393
10.595,0.443,0.572,0.449
10.6,0.427,0.526,0.381
10.605,0.536,0.564,0.325
10.61,0.576,0.606,0.355
10.615,0.611,0.635,0.4
10.62,0.656,0.532,0.389
10.625,0.711,0.512,0.334
10.63,0.766,0.584,0.31
10.635,0.722,0.62,0.3
10.64,0.706,0.601,0.277
10.645,0.742,0.562,0.323
10.65,0.824,0.504,0.216
10.655,0.861,0.557,0.2
10.66,0.854,0.618,0.221
10.665,0.869,0.661,0.131
10.67,0.766,0.511,0.079
10.675,0.763,0.489,0.154
10.68,0.734,0.509,0.155
10.685,0.735,0.406,0.01
10.69,0.832,0.39,0.057
10.695,0.752,0.421,0.083
10.7,0.777,0.263,0.01
10.705,0.698,0.277,-0.004
10.71,0.654,0.242,-0.041
10.715,0.566,0.242,-0.067
10.72,0.571,0.119,-0.064
10.725,0.59,0.129,-0.157
10.73,0.496,0.109,-0.22
10.735,0.468,0.035,-0.143
10.74,0.33,0.003,-0.193
10.745,0.351,-0.131,-0.168
10.75,0.408,-0.162,-0.18
10.755,0.296,-0.129,-0.17
10.76,0.254,-0.161,-0.294
10.765,0.181,-0.167,-0.298
10.77,0.152,-0.238,-0.333
10.775,0.088,-0.236,-0.363
10.78,-0.049,-0.317,-0.325
10.785,-0.064,-0.377,-0.349
10.79,-0.057,-0.446,-0.387
10.795,-0.15,-0.389,-0.478
10.8,-0.192,-0.407,-0.388
10.805,-0.213,-0.51,-0.337
10.81,-0.231,-0.526,-0.448
10.815,-0.388,-0.428,-0.39
10.82,-0.487,-0.385,-0.433
10.825,-0.456,-0.591,-0.487
10.83,-0.445,-0.563,-0.379
10.835,-0.591,-0.551,-0.434
10.84,-0.609,-0.565,-0.405
10.845,-0.628,-0.613,-0.354
10.85,-0.628,-0.579,-0.392
10.855,-0.745,-0.618,-0.36
10.86,-0.724,-0.704,-0.307
10.865,-0.737,-0.6,-0.304
10.87,-0.898,-0.619,-0.265
10.875,-0.687,-0.565,-0.231
10.88,-0.827,-0.582,-0.25
10.885,-0.811,-0.62,-0.22
10.89,-0.803,-0.544,-0.264
10.895,-0.847,-0.631,-0.222
10.9,-0.8,-0.465,-0.23
10.905,-0.692,-0.524,-0.127
10.91,-0.675,-0.459,-0.126
10.915,-0.741,-0.387,-0.167
10.92,-0.77,-0.235,-0.045
10.925,-0.868,-0.255,-0.169
10.93,-0.718,-0.326,-0.064
10.935,-0.601,-0.221,-0.114
10.94,-0.693,-0.278,0.031
10.945,-0.65,-0.204,0.156
10.95,-0.566,-0.038,0.078
10.955,-0.604,-0.124,0.168
10.96,-0.475,-0.076,0.201
10.965,-0.433,-0.07,0.185
10.97,-0.391,0.049,0.188
10.975,-0.391,-0.016,0.314
10.98,-0.298,0.059,0.252
10.985,-0.107,0.108,0.203
10.99,-0.253,0.193,0.324
10.995,-0.194,0.257,0.338
11.0,-0.145,0.235,0.31
11.005,-0.027,0.25,0.252
11.01,-0.008,0.332,0.296
11.015,0.165,0.378,0.348
11.02,0.105,0.459,0.414
11.025,0.221,0.352,0.358
11.03,0.253,0.408,0.419
11.035,0.244,0.424,0.455
11.04,0.314,0.556,0.462
11.045,0.507,0.477,0.443
11.05,0.451,0.591,0.376
11.055,0.399,0.572,0.459
11.06,0.531,0.569,0.364
11.065,0.612,0.602,0.378
11.07,0.578,0.646,0.471
11.075,0.651,0.552,0.424
11.08,0.646,0.55,0.358
11.085,0.706,0.654,0.495
11.09,0.723,0.657,0.312
11.095,0.669,0.742,0.367
11.1,0.777,0.636,0.289
11.105,0.678,0.515,0.355
11.11,0.8,0.661,0.248
11.115,0.804,0.492,0.284
11.12,0.8,0.473,0.219
11.125,0.801,0.534,0.229
11.13,0.829,0.476,0.117
11.135,0.756,0.485,0.154
11.14,0.895,0.538,0.215
11.145,0.776,0.404,0.11
11.15,0.846,0.401,0.045
11.155,0.738,0.352,0.037
11.16,0.693,0.409,-0.053
11.165,0.662,0.244,-0.052
11.17,0.634,0.215,-0.085
11.175,0.631,0.25,-0.025
11.18,0.659,0.2,-0.105
11.185,0.491,0.144,-0.044
11.19,0.496,0.015,-0.172
11.195,0.39,0.089,-0.124
11.2,0.464,-0.044,-0.207
11.205,0.254,-0.155,-0.215
11.21,0.29,-0.027,-0.284
11.215,0.261,-0.202,-0.205
11.22,0.215,-0.136,-0.206
11.225,0.183,-0.167,-0.336
11.23,0.139,-0.198,-0.388
11.235,0.068,-0.29,-0.393
11.24,0.022,-0.292,-0.344
11.245,-0.07,-0.3,-0.329
11.25,-0.122,-0.398,-0.331
11.255,-0.152,-0.42,-0.409
11.26,-0.255,-0.404,-0.348
11.265,-0.316,-0.448,-0.393
11.27,-0.367,-0.434,-0.387
11.275,-0.393,-0.473,-0.38
11.28,-0.4,-0.567,-0.46
11.285,-0.45,-0.529,-0.425
11.29,-0.547,-0.579,-0.402
11.295,-0.521,-0.61,-0.34
11.3,-0.639,-0.641,-0.374
11.305,-0.605,-0.572,-0.359
11.31,-0.636,-0.663,-0.404
11.315,-0.713,-0.622,-0.305
11.32,-0.744,-0.565,-0.41
11.325,-0.724,-0.59,-0.257
11.33,-0.871,-0.58,-0.382
11.335,-0.734,-0.586,-0.214
11.34,-0.817,-0.6,-0.274
11.345,-0.727,-0.48,-0.317
11.35,-0.723,-0.492,-0.341
11.355,-0.859,-0.571,-0.265
11.36,-0.828,-0.468,-0.174
11.365,-0.831,-0.491,-0.196
11.37,-0.807,-0.454,-0.098
11.375,-0.866,-0.32,-0.024
11.38,-0.765,-0.401,-0.02
11.385,-0.663,-0.345,-0.032
11.39,-0.74,-0.331,-0.065
11.395,-0.696,-0.233,0.003
11.4,-0.641,-0.266,0.054
11.405,-0.59,-0.197,0.077
11.41,-0.618,-0.099,0.132
11.415,-0.586,-0.085,0.2
11.42,-0.473,-0.179,0.106
11.425,-0.464,-0.008,0.217
11.43,-0.416,0.013,0.19
11.435,-0.374,-0.02,0.253
11.44,-0.348,0.151,0.276
11.445,-0.181,0.097,0.322
11.45,-0.151,0.199,0.395
11.455,-0.147,0.222,0.339
11.46,-0.119,0.258,0.274
11.465,-0.064,0.329,0.439
11.47,0.045,0.337,0.417
11.475,0.093,0.347,0.393
11.48,0.065,0.445,0.388
11.485,0.153,0.383,0.454
11.49,0.28,0.515,0.336
11.495,0.365,0.497,0.379
11.5,0.336,0.411,0.386
11.505,0.413,0.536,0.496
11.51,0.396,0.54,0.371
11.515,0.529,0.575,0.437
11.52,0.429,0.528,0.289
11.525,0.507,0.566,0.389
11.53,0.48,0.531,0.351
11.535,0.644,0.571,0.383
11.54,0.548,0.592,0.29
11.545,0.658,0.584,0.286
11.55,0.599,0.726,0.415
11.555,0.683,0.629,0.412
11.56,0.749,0.49,0.288
11.565,0.724,0.66,0.239
11.57,0.858,0.616,0.199
11.575,0.815,0.507,0.292
11.58,0.789,0.597,0.202
11.585,0.735,0.484,0.191
11.59,0.809,0.467,0.183
11.595,0.759,0.461,0.131
11.6,0.868,0.419,0.135
11.605,0.709,0.316,0.075
11.61,0.806,0.413,0.102
11.615,0.702,0.347,0.033
11.62,0.679,0.362,0.034
11.625,0.781,0.261,-0.042
11.63,0.677,0.17,-0.092
11.635,0.66,0.276,-0.029
11.64,0.58,0.172,-0.162
11.645,0.544,0.136,-0.162
11.65,0.456,0.122,-0.201
11.655,0.437,0.042,-0.242
11.66,0.457,-0.013,-0.187
11.665,0.256,-0.09,-0.306
11.67,0.294,-0.131,-0.298
11.675,0.252,-0.145,-0.25
11.68,0.145,-0.056,-0.264
11.685,0.136,-0.107,-0.288
11.69,0.174,-0.317,-0.291
11.695,0.031,-0.248,-0.371
11.7,-0.051,-0.301,-0.364
11.705,-0.128,-0.376,-0.317
11.71,-0.197,-0.404,-0.428
11.715,-0.277,-0.46,-0.424
11.72,-0.256,-0.326,-0.395
11.725,-0.32,-0.42,-0.358
11.73,-0.3,-0.496,-0.42
11.735,-0.367,-0.546,-0.277
11.74,-0.409,-0.553,-0.484
11.745,-0.414,-0.557,-0.38
11.75,-0.567,-0.541,-0.406
11.755,-0.601,-0.52,-0.437
11.76,-0.586,-0.57,-0.395
11.765,-0.644,-0.517,-0.448
11.77,-0.769,-0.623,-0.295
11.775,-0.729,-0.579,-0.327
11.78,-0.708,-0.627,-0.377
11.785,-0.857,-0.649,-0.453
11.79,-0.761,-0.647,-0.315
11.795,-0.796,-0.575,-0.283
11.8,-0.798,-0.496,-0.265
11.805,-0.816,-0.468,-0.233
11.81,-0.772,-0.508,-0.135
11.815,-0.745,-0.386,-0.153
11.82,-0.783,-0.491,-0.242
11.825,-0.775,-0.505,-0.071
11.83,-0.677,-0.461,-0.084
11.835,-0.71,-0.333,-0.128
11.84,-0.726,-0.424,-0.092
11.845,-0.707,-0.449,-0.004
11.85,-0.761,-0.33,-0.097
11.855,-0.696,-0.237,-0.071
11.86,-0.679,-0.243,0.092
11.865,-0.589,-0.235,0.058
11.87,-0.566,-0.171,0.104
11.875,-0.54,-0.079,0.128
11.88,-0.409,-0.041,0.176
11.885,-0.401,-0.073,0.25
11.89,-0.398,-0.003,0.292
11.895,-0.326,-0.028,0.238
11.9,-0.289,0.117,0.24
11.905,-0.225,0.095,0.31
11.91,-0.085,0.188,0.316
11.915,-0.11,0.255,0.275
11.92,-0.188,0.267,0.333
11.925,-0.076,0.31,0.432
11.93,0.109,0.314,0.347
11.935,0.194,0.374,0.379
11.94,0.207,0.488,0.307
11.945,0.165,0.489,0.379
11.95,0.236,0.484,0.369
11.955,0.27,0.55,0.413
11.96,0.275,0.484,0.416
11.965,0.439,0.483,0.389
11.97,0.477,0.469,0.37
11.975,0.45,0.53,0.453
11.98,0.524,0.615,0.396
11.985,0.58,0.475,0.327
11.99,0.662,0.605,0.476
11.995,0.666,0.652,0.295
12.0,0.72,0.422,0.317
12.005,0.82,0.741,0.296
12.01,0.818,0.629,0.367
12.015,0.709,0.587,0.266
12.02,0.784,0.581,0.246
12.025,0.774,0.484,0.264
12.03,0.84,0.616,0.288
12.035,0.857,0.481,0.261
12.04,0.898,0.465,0.243
12.045,0.835,0.466,0.215
12.05,0.859,0.458,0.154
12.055,0.781,0.55,0.139
12.06,0.693,0.445,0.044
12.065,0.793,0.338,0.152
12.07,0.68,0.459,0.078
12.075,0.698,0.373,-0.048
12.08,0.618,0.276,-0.033
12.085,0.611,0.283,-0.027
12.09,0.655,0.267,-0.074
12.095,0.504,0.233,-0.081
12.1,0.583,0.182,-0.102
12.105,0.418,0.172,-0.105
12.11,0.453,-0.017,-0.216
12.115,0.398,0.051,-0.191
12.12,0.401,-0.036,-0.295
12.125,0.397,-0.15,-0.311
12.13,0.227,-0.041,-0.293
12.135,0.187,-0.134,-0.277
12.14,0.105,-0.182,-0.29
12.145,0.115,-0.153,-0.41
12.15,0.057,-0.272,-0.374
12.155,0.047,-0.253,-0.393
12.16,0.03,-0.433,-0.377
12.165,-0.055,-0.447,-0.325
12.17,-0.166,-0.332,-0.468
12.175,-0.221,-0.484,-0.43
12.18,-0.335,-0.383,-0.435
12.185,-0.264,-0.466,-0.347
12.19,-0.39,-0.527,-0.469
12.195,-0.428,-0.527,-0.398
12.2,-0.439,-0.554,-0.461
12.205,-0.484,-0.575,-0.416
12.21,-0.548,-0.637,-0.419
12.215,-0.498,-0.499,-0.366
12.22,-0.627,-0.549,-0.368
12.225,-0.667,-0.423,-0.448
12.23,-0.631,-0.585,-0.354
12.235,-0.682,-0.601,-0.359
12.24,-0.709,-0.633,-0.313
12.245,-0.731,-0.569,-0.249
12.25,-0.79,-0.57,-0.209
12.255,-0.837,-0.602,-0.381
12.26,-0.835,-0.482,-0.269
12.265,-0.785,-0.589,-0.229
12.27,-0.897,-0.512,-0.254
12.275,-0.809,-0.585,-0.255
12.28,-0.855,-0.475,-0.184
12.285,-0.761,-0.467,-0.088
12.29,-0.797,-0.429,-0.161
12.295,-0.753,-0.342,-0.129
12.3,-0.696,-0.32,0.011
12.305,-0.724,-0.296,0.078
12.31,-0.78,-0.272,0.068
12.315,-0.63,-0.307,0.069
12.32,-0.615,-0.282,0.094
12.325,-0.656,-0.149,0.114
12.33,-0.512,-0.112,0.138
12.335,-0.482,-0.033,0.093
12.34,-0.636,-0.044,0.206
12.345,-0.44,0.042,0.15
12.35,-0.41,0.114,0.159
12.355,-0.136,0.164,0.219
12.36,-0.249,0.131,0.315
12.365,-0.142,0.161,0.34
12.37,-0.162,0.163,0.351
12.375,-0.04,0.163,0.386
12.38,-0.03,0.284,0.316
12.385,-0.019,0.298,0.278
12.39,0.019,0.373,0.328
12.395,0.166,0.411,0.313
12.4,0.213,0.461,0.409
12.405,0.343,0.502,0.456
12.41,0.309,0.463,0.402
12.415,0.27,0.464,0.476
12.42,0.355,0.436,0.425
12.425,0.446,0.47,0.386
12.43,0.49,0.645,0.314
12.435,0.509,0.619,0.387
12.44,0.518,0.585,0.436
12.445,0.487,0.635,0.367
12.45,0.738,0.54,0.434
12.455,0.703,0.522,0.349
12.46,0.677,0.698,0.33
12.465,0.583,0.628,0.367
12.47,0.725,0.58,0.307
12.475,0.739,0.508,0.323
12.48,0.704,0.654,0.322
12.485,0.774,0.606,0.144
12.49,0.712,0.592,0.221
12.495,0.759,0.502,0.214
12.5,0.797,0.47,0.226
12.505,0.83,0.556,0.166
12.51,0.805,0.413,0.181
12.515,0.735,0.476,0.075
12.52,0.729,0.491,0.173
12.525,0.793,0.328,0.035
12.53,0.764,0.32,0.166
12.535,0.652,0.334,-0.001
12.54,0.651,0.284,-0.007
12.545,0.788,0.263,0.006
12.55,0.597,0.237,-0.002
12.555,0.529,0.159,-0.096
12.56,0.514,0.137,-0.073
12.565,0.464,0.104,-0.196
12.57,0.455,-0.004,-0.155
12.575,0.443,0.013,-0.186
12.58,0.379,0.005,-0.196
12.585,0.338,-0.066,-0.169
12.59,0.368,-0.122,-0.254
12.595,0.19,-0.062,-0.327
12.6,0.118,-0.189,-0.416
12.605,0.062,-0.213,-0.326
12.61,0.026,-0.312,-0.369
12.615,-0.049,-0.305,-0.304
12.62,-0.129,-0.373,-0.421
12.625,-0.166,-0.385,-0.35
12.63,-0.195,-0.353,-0.372
12.635,-0.215,-0.537,-0.417
12.64,-0.258,-0.429,-0.369
12.645,-0.376,-0.568,-0.4
12.65,-0.336,-0.534,-0.338
12.655,-0.452,-0.568,-0.387
12.66,-0.425,-0.505,-0.343
12.665,-0.545,-0.62,-0.456
12.67,-0.476,-0.54,-0.41
12.675,-0.641,-0.621,-0.486
12.68,-0.671,-0.558,-0.405
12.685,-0.673,-0.596,-0.376
12.69,-0.619,-0.551,-0.343
12.695,-0.662,-0.562,-0.266
12.7,-0.774,-0.684,-0.377
12.705,-0.737,-0.613,-0.267
12.71,-0.816,-0.58,-0.237
12.715,-0.747,-0.586,-0.32
12.72,-0.842,-0.529,-0.227
12.725,-0.853,-0.534,-0.155
12.73,-0.758,-0.486,-0.312
12.735,-0.779,-0.508,-0.118
12.74,-0.798,-0.433,-0.18
12.745,-0.784,-0.363,-0.118
12.75,-0.766,-0.374,-0.088
12.755,-0.776,-0.457,-0.075
12.76,-0.704,-0.347,0.025
12.765,-0.7,-0.339,-0.0
12.77,-0.69,-0.305,0.011
12.775,-0.69,-0.254,-0.029
12.78,-0.564,-0.159,0.032
12.785,-0.594,-0.106,0.121
12.79,-0.497,-0.064,0.025
12.795,-0.516,-0.066,0.133
12.8,-0.412,-0.055,0.15
12.805,-0.441,-0.053,0.19
12.81,-0.384,0.017,0.186
12.815,-0.216,0.156,0.269
12.82,-0.167,0.15,0.198
12.825,-0.22,0.128,0.354
12.83,-0.188,0.168,0.371
12.835,-0.083,0.207,0.335
12.84,-0.042,0.319,0.371
12.845,0.026,0.31,0.282
12.85,0.224,0.285,0.383
12.855,0.065,0.469,0.393
12.86,0.245,0.365,0.348
12.865,0.181,0.423,0.421
12.87,0.296,0.416,0.484
12.875,0.351,0.547,0.385
12.88,0.351,0.473,0.342
12.885,0.463,0.605,0.435
12.89,0.56,0.581,0.458
12.895,0.568,0.571,0.36
12.9,0.551,0.64,0.414
12.905,0.599,0.605,0.365
12.91,0.674,0.567,0.452
12.915,0.721,0.638,0.384
12.92,0.661,0.516,0.376
12.925,0.751,0.636,0.309
12.93,0.8,0.592,0.32
12.935,0.8,0.511,0.355
12.94,0.729,0.564,0.231
12.945,0.71,0.621,0.173
12.95,0.776,0.602,0.299
12.955,0.761,0.479,0.156
12.96,0.748,0.561,0.162
12.965,0.855,0.445,0.171
12.97,0.742,0.369,0.149
12.975,0.924,0.476,0.081
12.98,0.675,0.362,0.075
12.985,0.708,0.47,0.058
12.99,0.69,0.232,0.064
12.995,0.709,0.283,0.036
13.0,0.797,0.317,0.02
13.005,0.665,0.202,-0.042
13.01,0.535,0.232,-0.09
13.015,0.577,0.176,-0.075
13.02,0.604,0.095,-0.137
13.025,0.493,-0.029,-0.105
13.03,0.44,0.069,-0.181
13.035,0.407,-0.021,-0.199
13.04,0.342,-0.001,-0.159
13.045,0.321,-0.131,-0.257
13.05,0.25,-0.16,-0.3
13.055,0.113,-0.168,-0.338
13.06,0.178,-0.223,-0.271
13.065,0.118,-0.213,-0.307
13.07,0.066,-0.214,-0.288
13.075,-0.002,-0.279,-0.366
13.08,-0.08,-0.417,-0.313
13.085,-0.149,-0.411,-0.308
13.09,-0.216,-0.41,-0.415
13.095,-0.38,-0.322,-0.327
13.1,-0.334,-0.502,-0.385
13.105,-0.295,-0.489,-0.466
13.11,-0.346,-0.476,-0.434
13.115,-0.471,-0.596,-0.411
13.12,-0.386,-0.543,-0.357
13.125,-0.45,-0.448,-0.297
13.13,-0.647,-0.531,-0.393
13.135,-0.545,-0.628,-0.401
13.14,-0.613,-0.601,-0.362
13.145,-0.7,-0.54,-0.335
13.15,-0.725,-0.562,-0.304
13.155,-0.835,-0.633,-0.34
13.16,-0.739,-0.602,-0.36
13.165,-0.674,-0.583,-0.2
13.17,-0.761,-0.619,-0.331
13.175,-0.78,-0.594,-0.297
13.18,-0.875,-0.58,-0.349
13.185,-0.746,-0.5,-0.226
13.19,-0.685,-0.476,-0.214
13.195,-0.786,-0.532,-0.172
13.2,-0.795,-0.519,-0.173
13.205,-0.766,-0.47,-0.129
13.21,-0.708,-0.439,-0.068
13.215,-0.765,-0.325,-0.036
13.22,-0.726,-0.338,-0.076
13.225,-0.73,-0.279,-0.035
13.23,-0.647,-0.282,0.037
13.235,-0.659,-0.26,0.071
13.24,-0.582,-0.215,0.126
13.245,-0.55,-0.168,0.143
13.25,-0.659,-0.094,0.061
13.255,-0.473,-0.066,0.142
13.26,-0.333,-0.047,0.216
13.265,-0.371,-0.062,0.103
13.27,-0.353,0.005,0.199
13.275,-0.246,0.054,0.349
13.28,-0.28,0.122,0.332
13.285,-0.282,0.172,0.282
13.29,-0.037,0.125,0.369
13.295,-0.147,0.265,0.265
13.3,-0.072,0.302,0.301
13.305,0.006,0.401,0.403
13.31,0.045,0.329,0.345
13.315,0.097,0.515,0.33
13.32,0.15,0.522,0.37
13.325,0.206,0.379,0.432
13.33,0.373,0.407,0.288
13.335,0.297,0.429,0.395
13.34,0.29,0.44,0.343
13.345,0.478,0.587,0.37
13.35,0.536,0.597,0.497
13.355,0.597,0.568,0.326
13.36,0.608,0.536,0.383
13.365,0.661,0.594,0.323
13.37,0.606,0.639,0.425
13.375,0.605,0.669,0.298
13.38,0.704,0.541,0.337
13.385,0.765,0.557,0.284
13.39,0.72,0.617,0.287
13.395,0.855,0.608,0.218
13.4,0.81,0.539,0.185
13.405,0.799,0.605,0.268
13.41,0.746,0.499,0.109
13.415,0.776,0.483,0.3
13.42,0.751,0.48,0.251
13.425,0.835,0.466,0.037
13.43,0.77,0.386,0.107
13.435,0.834,0.434,0.174
13.44,0.797,0.362,0.07
13.445,0.802,0.366,0.015
13.45,0.737,0.395,0.071
13.455,0.664,0.262,0.085
13.46,0.645,0.252,-0.039
13.465,0.622,0.228,-0.106
13.47,0.607,0.179,0.017
13.475,0.482,0.157,-0.094
13.48,0.641,0.163,-0.184
13.485,0.476,0.082,-0.11
13.49,0.36,0.068,-0.214
13.495,0.34,0.068,-0.112
13.5,0.302,-0.055,-0.197
13.505,0.231,-0.102,-0.292
13.51,0.11,-0.135,-0.223
13.515,0.263,-0.14,-0.341
13.52,0.136,-0.242,-0.278
13.525,0.084,-0.258,-0.38
13.53,-0.001,-0.293,-0.281
13.535,-0.062,-0.329,-0.276
13.54,-0.138,-0.309,-0.338
13.545,-0.154,-0.406,-0.344
13.55,-0.241,-0.409,-0.419
13.555,-0.332,-0.362,-0.407
13.56,-0.34,-0.414,-0.376
13.565,-0.361,-0.494,-0.382
13.57,-0.429,-0.602,-0.401
13.575,-0.483,-0.508,-0.475
13.58,-0.456,-0.529,-0.331
13.585,-0.492,-0.569,-0.376
13.59,-0.486,-0.517,-0.293
13.595,-0.589,-0.546,-0.304
13.6,-0.694,-0.693,-0.362
13.605,-0.709,-0.439,-0.288
13.61,-0.714,-0.65,-0.347
13.615,-0.702,-0.492,-0.293
13.62,-0.792,-0.66,-0.255
13.625,-0.743,-0.622,-0.29
13.63,-0.7,-0.531,-0.333
13.635,-0.761,-0.585,-0.208
13.64,-0.844,-0.513,-0.209
13.645,-0.721,-0.476,-0.215
13.65,-0.858,-0.528,-0.24
13.655,-0.728,-0.468,-0.211
13.66,-0.777,-0.447,-0.099
13.665,-0.775,-0.428,-0.168
13.67,-0.768,-0.398,-0.029
13.675,-0.704,-0.361,-0.054
13.68,-0.698,-0.425,0.035
13.685,-0.701,-0.245,-0.029
13.69,-0.68,-0.176,-0.045
13.695,-0.627,-0.271,-0.033
13.7,-0.544,-0.229,0.129
13.705,-0.62,-0.193,0.098
13.71,-0.486,-0.154,0.233
13.715,-0.464,-0.117,0.156
13.72,-0.441,-0.048,0.221
13.725,-0.358,0.022,0.225
13.73,-0.31,0.115,0.211
13.735,-0.365,0.193,0.19
13.74,-0.265,0.063,0.334
13.745,-0.202,0.125,0.336
13.75,-0.077,0.349,0.34
13.755,0.006,0.274,0.379
13.76,-0.067,0.27,0.377
13.765,-0.061,0.268,0.359
13.77,0.069,0.44,0.269
13.775,0.034,0.498,0.359
13.78,0.209,0.418,0.459
13.785,0.26,0.455,0.344
13.79,0.299,0.492,0.385
13.795,0.359,0.505,0.461
13.8,0.408,0.545,0.356
13.805,0.484,0.434,0.408
13.81,0.509,0.541,0.354
13.815,0.527,0.579,0.439
13.82,0.577,0.561,0.354
13.825,0.674,0.564,0.269
13.83,0.558,0.623,0.36
13.835,0.718,0.603,0.325
13.84,0.692,0.487,0.317
13.845,0.69,0.582,0.353
13.85,0.717,0.611,0.227
13.855,0.801,0.655,0.316
13.86,0.724,0.65,0.252
13.865,0.835,0.585,0.293
13.87,0.915,0.536,0.305
13.875,0.784,0.555,0.19
13.88,0.777,0.478,0.201
13.885,0.76,0.473,0.154
13.89,0.768,0.396,0.104
13.895,0.746,0.401,0.079
13.9,0.718,0.432,0.033
13.905,0.836,0.349,0.076
13.91,0.725,0.367,0.043
13.915,0.696,0.243,-0.011
13.92,0.74,0.28,-0.047
13.925,0.649,0.294,-0.121
13.93,0.659,0.121,-0.037
13.935,0.599,0.283,-0.047
13.94,0.619,0.098,-0.128
13.945,0.425,0.083,-0.172
13.95,0.49,0.051,-0.169
13.955,0.434,0.006,-0.229
13.96,0.367,-0.124,-0.279
13.965,0.399,-0.09,-0.284
13.97,0.268,-0.17,-0.272
13.975,0.149,-0.181,-0.325
13.98,0.131,-0.268,-0.314
13.985,0.058,-0.179,-0.35
13.99,-0.051,-0.222,-0.326
13.995,-0.032,-0.307,-0.43
14.0,-0.119,-0.371,-0.324
14.005,-0.17,-0.335,-0.308
14.01,-0.163,-0.471,-0.439
14.015,-0.165,-0.41,-0.313
14.02,-0.224,-0.45,-0.367
14.025,-0.264,-0.496,-0.37
14.03,-0.453,-0.497,-0.447
14.035,-0.405,-0.491,-0.356
14.04,-0.479,-0.574,-0.353
14.045,-0.486,-0.593,-0.328
14.05,-0.532,-0.648,-0.362
14.055,-0.607,-0.585,-0.395
14.06,-0.588,-0.62,-0.382
14.065,-0.727,-0.681,-0.45
14.07,-0.727,-0.533,-0.443
14.075,-0.762,-0.627,-0.337
14.08,-0.699,-0.542,-0.306
14.085,-0.778,-0.622,-0.267
14.09,-0.766,-0.69,-0.18
14.095,-0.812,-0.644,-0.324
14.1,-0.816,-0.45,-0.208
14.105,-0.807,-0.477,-0.144
14.11,-0.772,-0.541,-0.219
14.115,-0.808,-0.488,-0.184
14.12,-0.819,-0.466,-0.177
14.125,-0.791,-0.413,-0.058
14.13,-0.682,-0.383,-0.09
14.135,-0.732,-0.409,-0.026
14.14,-0.815,-0.24,-0.069
14.145,-0.652,-0.292,-0.016
14.15,-0.651,-0.294,0.082
14.155,-0.559,-0.218,0.049
14.16,-0.618,-0.226,0.082
14.165,-0.585,-0.081,0.215
14.17,-0.521,-0.05,0.171
14.175,-0.405,-0.046,0.093
14.18,-0.427,-0.049,0.185
14.185,-0.389,-0.021,0.295
14.19,-0.428,0.052,0.215
14.195,-0.245,0.033,0.243
14.2,-0.267,0.083,0.17
14.205,-0.179,0.186,0.328
14.21,0.054,0.24,0.334
